order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
732847,420652,Holly Berry,497665,Graphite Pencil,pencil,Wallet,331,683.1,2024-05-26 16:12,Germany,Hamburg,www.flipkart.com,4cd9ab21,N,Invalid CVV.
673603,594527,Johnny Thompson,18160,Furniture,Home & Kitchen,UPI,703,736.25,2024-01-18 14:59,UK,Birmingham,www.ebay.in,30166e22,N,Invalid CVV.
973289,512095,Yolanda Smith,625365,Action Figure,Toys & Games,UPI,899,986.54,2023-11-21 08:40,India,Chennai,www.snapdeal.com,f80b2bdf,Y,N/A
512448,732545,Katrina Shepard,70972,Headlights,Automotive,Wallet,678,962.39,2023-10-17 00:02,India,Bengaluru,www.ebay.in,c572febb,N,Invalid CVV.
846139,533994,Crystal Keith,482083,Foundation,Beauty & Personal Care,Wallet,507,331.84,2024-05-07 13:40,Germany,Berlin,www.ebay.in,368db16c,Y,N/A
69674,207912,Antonio Roth,366852,Hardcover,Books,InternetBanking,367,319.13,2024-03-14 08:13,UK,Birmingham,www.amazon.com,42ce0cdd,Y,N/A
441782,636713,Ashley Thompson,702216,Graphite Pencil,pencil,Cards,122,970.09,2024-09-30 04:02,Germany,Stuttgart,www.snapdeal.com,81a1bc8c,N,Invalid CVV.
207933,559389,Alexa Schmitt,246126,Board Game,Toys & Games,Wallet,64,256.24,2024-01-16 01:13,Germany,Stuttgart,www.ebay.in,cabd42bd,Y,N/A
145671,904847,Crystal Lee,217635,Mechanical Pencil,pencil,Wallet,576,993.04,2024-05-12 21:43,India,Mumbai,www.amazon.com,b5e9c492,Y,N/A
364102,108748,Heather Marquez,974009,Cookware,Home & Kitchen,Cards,825,783.71,2024-01-10 09:21,India,Mumbai,www.tatacliq.com,297942c5,Y,N/A
807539,931118,Lynn Wise,316819,Foundation,Beauty & Personal Care,UPI,802,631.82,2024-05-06 05:37,India,Mumbai,www.ebay.in,c242ab93,N,Invalid CVV.
665675,393823,Mario Li,890515,Lipstick,Beauty & Personal Care,UPI,160,801.75,2024-02-26 17:18,UK,Leeds,www.snapdeal.com,6c45a0c0,N,Invalid CVV.
92335,134021,Diane Arellano,403262,Mobile,Electronics,InternetBanking,942,531.68,2024-08-03 22:07,India,Delhi,www.tatacliq.com,6103e153,Y,N/A
284254,263695,April Williams,654909,Action Figure,Toys & Games,Wallet,440,131.19,2023-12-19 21:24,USA,Houston,www.amazon.com,185bebdf,N,Invalid CVV.
491621,571870,Pamela Peterson,71129,Action Figure,Toys & Games,InternetBanking,939,181.86,2023-10-21 18:47,India,Chennai,www.flipkart.com,3422fae0,N,Invalid CVV.
519259,450720,Edwin Mcmahon,209068,Shampoo,Health & Personal Care,UPI,252,955.6,2023-10-20 12:07,USA,New York,www.tatacliq.com,8558867b,N,Invalid CVV.
695720,328324,Christopher Edwards,238528,Pants,Clothing,InternetBanking,183,628.0,2024-01-18 12:01,UK,Birmingham,www.snapdeal.com,a67a1078,Y,N/A
999336,596845,James Robbins,53685,Mechanical Pencil,pencil,Wallet,441,180.14,2024-01-11 00:28,Germany,Hamburg,www.tatacliq.com,d342a226,Y,N/A
96000,836923,Ms. Robin Le,957973,Hair Dryer,Beauty & Personal Care,UPI,261,417.39,2023-12-13 08:03,India,Bengaluru,www.snapdeal.com,1bf2a7e7,Y,N/A
708295,897978,Miranda Henderson,550314,Cookware,Home & Kitchen,UPI,120,450.59,2024-06-01 13:37,USA,New York,www.tatacliq.com,bc624a4f,N,Invalid CVV.
509571,132926,Michelle Ball,230579,Headlights,Automotive,InternetBanking,170,509.93,2024-06-14 23:31,India,Bengaluru,www.amazon.com,75270bf5,Y,N/A
400489,126050,Shane Larson,58621,Shampoo,Health & Personal Care,Cards,337,922.57,2024-01-16 19:29,Germany,Hamburg,www.flipkart.com,2a58d7bb,Y,N/A
427975,897630,Stephen Obrien,858295,Paperback,Books,Cards,723,833.37,2023-12-23 17:21,UK,Birmingham,www.tatacliq.com,f000b12b,N,Invalid CVV.
699803,363076,Erika Walker,762200,Gel Pen,pen,Cards,1000,5000.0,2023-11-11 12:04,UK,Manchester,www.amazon.com,5dadb905,N,Invalid CVV.
566767,452693,Rebecca Livingston,1303,Yoga Mat,Sports & Outdoors,UPI,16,208.55,2024-05-18 23:26,USA,Chicago,www.flipkart.com,55f33cff,N,Invalid CVV.
882347,826715,Gregory Mitchell,95106,Lipstick,Beauty & Personal Care,InternetBanking,515,555.27,2024-08-22 11:17,Germany,Hamburg,www.tatacliq.com,5a6b1ac4,N,Invalid CVV.
724116,764712,Monica Rivers,409911,Headlights,Automotive,InternetBanking,500,770.62,2024-05-13 04:51,UK,Oxford,www.ebay.in,78ea63a6,Y,N/A
658224,742618,Juan Olson,1306,Yoga Mat,Sports & Outdoors,InternetBanking,623,18.92,2024-06-23 21:21,Germany,Frankfurt,www.flipkart.com,c2c16949,N,Invalid CVV.
839406,320836,Christopher Macias,215205,T-shirt,Clothing,Cards,982,912.03,2024-04-26 19:56,USA,Los Angeles,www.snapdeal.com,b5263d2b,N,Invalid CVV.
636881,5668,Jeffrey Guerra,208008,Headlights,Automotive,UPI,542,657.06,2024-05-17 21:17,India,Mumbai,www.snapdeal.com,dfcb2322,N,Invalid CVV.
756209,502332,Tyler Golden,945268,Pants,Clothing,InternetBanking,108,735.33,2024-03-31 14:12,Germany,Frankfurt,www.flipkart.com,2ca368f2,Y,N/A
122321,650055,Connor Bradford,405660,Pants,Clothing,Wallet,379,645.52,2024-06-05 01:10,India,Chennai,www.flipkart.com,0cdb0df2,N,Invalid CVV.
761217,467372,Mary Williams,144789,Tablet,Electronics,UPI,226,903.83,2024-04-24 07:09,USA,Chicago,www.tatacliq.com,ad846417,Y,N/A
630238,724708,Dawn Nixon,113707,Decor,Home & Kitchen,Cards,262,520.12,2024-06-08 13:37,India,Mumbai,www.tatacliq.com,3ea75bd5,N,Invalid CVV.
92012,962769,Michaela Williamson,820623,Pen,Office Products,UPI,521,58.36,2024-08-07 02:06,UK,London,www.ebay.in,01182ea9,Y,N/A
951879,310189,Pamela Hamilton,260752,Hair Dryer,Beauty & Personal Care,UPI,938,801.74,2024-05-05 09:36,India,Bengaluru,www.snapdeal.com,c6972d4b,Y,N/A
246015,466927,Danielle Jackson,57669,Camera,Electronics,Wallet,446,368.72,2023-10-18 15:10,UK,Birmingham,www.snapdeal.com,81bd11d3,N,Invalid CVV.
278317,684067,Leslie Klein,458799,Headlights,Automotive,Cards,755,429.24,2024-02-03 08:21,UK,Manchester,www.amazon.com,7adce4da,N,Invalid CVV.
413858,659571,Brian Orozco,339196,Graphite Pencil,pencil,InternetBanking,548,927.8,2023-11-18 12:12,India,Mumbai,www.amazon.com,af733ed3,N,Invalid CVV.
167103,723518,Evan Smith,727466,Face Wash,Health & Personal Care,UPI,356,911.33,2023-10-07 18:07,India,Delhi,www.amazon.com,29b50521,N,Invalid CVV.
159304,729982,Dylan Fischer,597374,Pen,Office Products,UPI,594,784.53,2023-11-15 05:30,USA,Boston,www.flipkart.com,034a6cc7,N,Invalid CVV.
558354,48575,Marissa Solomon,22353,Board Game,Toys & Games,UPI,732,90.98,2023-10-30 20:17,India,Delhi,www.amazon.com,0ae86801,N,Invalid CVV.
807644,31459,Robert Taylor,901082,Football,Sports & Outdoors,Cards,917,452.91,2024-05-11 15:25,Germany,Hamburg,www.flipkart.com,3ec6848e,N,Invalid CVV.
847761,812236,Crystal Armstrong,665133,Paperback,Books,InternetBanking,626,902.96,2023-10-08 06:47,USA,New York,www.tatacliq.com,1cb9cb2f,N,Invalid CVV.
174581,180738,Sandra Boyer,195897,Lipstick,Beauty & Personal Care,InternetBanking,581,231.74,2024-09-28 02:51,India,Kolkata,www.ebay.in,97d30f07,N,Invalid CVV.
451487,87424,Kimberly Carter,30882,Foundation,Beauty & Personal Care,InternetBanking,644,143.12,2024-02-02 10:47,India,Bengaluru,www.snapdeal.com,83fb9426,N,Invalid CVV.
975738,489429,Kellie Patel,700595,Paperback,Books,Cards,404,651.9,2023-10-27 18:09,India,Mumbai,www.amazon.com,996f202e,N,Invalid CVV.
408798,46891,Douglas Murphy,543789,Face Wash,Health & Personal Care,Cards,742,755.35,2024-07-27 22:30,UK,Leeds,www.amazon.com,daf5176e,N,Invalid CVV.
90027,42532,Jeremy Smith,105934,Face Wash,Health & Personal Care,Wallet,116,22.46,2023-11-12 18:58,Germany,Stuttgart,www.amazon.com,6f3c0aa4,N,Invalid CVV.
939559,216790,Charles Romero,165752,Graphite Pencil,pencil,InternetBanking,889,515.37,2024-04-04 05:01,USA,Houston,www.ebay.in,53c6020b,N,Invalid CVV.
480966,750460,Carol Williams,45085,Shirt,Clothing,Cards,557,253.49,2024-02-20 05:44,India,Mumbai,www.ebay.in,7b8cc6ec,N,Invalid CVV.
767249,795261,Shannon Gibbs,453215,Pants,Clothing,Cards,390,60.13,2024-02-21 11:05,India,Kolkata,www.snapdeal.com,03df867f,Y,N/A
45412,834787,Patrick Martinez,183582,Brake Pads,Automotive,Cards,1000,5000.0,2024-02-25 15:15,USA,New York,www.ebay.in,6f3b6e31,Y,N/A
393649,333039,Kevin Meadows,838896,Shampoo,Health & Personal Care,InternetBanking,115,98.5,2024-04-14 09:33,UK,Oxford,www.snapdeal.com,aeb0c1ea,Y,N/A
349683,753033,Mr. Dennis Smith,143304,Cookware,Home & Kitchen,Cards,119,189.77,2024-03-29 12:03,UK,Leeds,www.ebay.in,6e4f0a7b,Y,N/A
301483,788077,Becky Reid,808927,Tennis Racket,Sports & Outdoors,Wallet,340,141.62,2024-02-07 18:37,UK,Oxford,www.tatacliq.com,27b3444a,Y,N/A
454771,597578,Daniel Smith,848592,Gel Pen,pen,UPI,341,845.3,2024-03-15 02:37,India,Kolkata,www.flipkart.com,d31cd6c2,Y,N/A
102082,792056,Zachary Patterson,57851,Camera,Electronics,InternetBanking,876,727.34,2023-10-11 23:01,USA,Houston,www.snapdeal.com,cbf94ef9,N,Invalid CVV.
33686,513569,Yvonne Davis,80045,Ball Pen,pen,UPI,801,910.96,2024-06-09 02:41,Germany,Munich,www.amazon.com,f4d42f08,N,Invalid CVV.
640724,541679,Larry Mendez,847589,Face Wash,Health & Personal Care,Wallet,868,643.44,2024-07-09 13:32,Germany,Hamburg,www.amazon.com,f90fe888,Y,N/A
540841,151990,Michael Mills,57237,Mechanical Pencil,pencil,InternetBanking,605,266.24,2023-12-17 02:33,Germany,Berlin,www.flipkart.com,1361efeb,N,Invalid CVV.
955947,251758,Eddie Davis,864500,T-shirt,Clothing,Cards,331,532.44,2024-01-22 04:37,Germany,Stuttgart,www.tatacliq.com,9fe53250,Y,N/A
415267,74285,Sarah Quinn,758850,Yoga Mat,Sports & Outdoors,Cards,750,831.44,2024-01-13 14:14,India,Chennai,www.flipkart.com,f2b15607,Y,N/A
816695,360422,William Howard,980678,Furniture,Home & Kitchen,InternetBanking,905,102.7,2024-03-25 23:34,India,Kolkata,www.ebay.in,a913676c,Y,N/A
607795,311572,Ashley Villarreal,602499,Board Game,Toys & Games,UPI,620,588.73,2023-12-28 06:30,UK,Oxford,www.tatacliq.com,ccda9384,Y,N/A
604584,689314,Michael Bauer,794349,Dress,Clothing,InternetBanking,884,705.75,2024-02-27 02:50,UK,Oxford,www.amazon.com,f907bafb,N,Invalid CVV.
900343,924000,Tara Hutchinson,619704,Shirt,Clothing,UPI,490,306.29,2024-03-09 05:32,UK,London,www.snapdeal.com,42bd82ac,Y,N/A
251989,85792,Jason Riley,125941,Printer,Office Products,Cards,598,782.4,2024-03-19 01:05,Germany,Berlin,www.snapdeal.com,c0e2338b,Y,N/A
628491,578692,Joshua Perez,930896,Action Figure,Toys & Games,InternetBanking,387,314.57,2024-06-08 01:18,Germany,Frankfurt,www.flipkart.com,5292cc67,N,Invalid CVV.
875599,813213,Natalie Ibarra,422376,Camera,Electronics,Cards,351,925.56,2024-07-19 00:13,USA,Chicago,www.amazon.com,551988b3,N,Invalid CVV.
752076,420902,Shannon Reynolds,951813,Paperback,Books,UPI,685,318.46,2023-11-15 22:09,India,Delhi,www.ebay.in,c5efa68e,Y,N/A
100175,893394,Melissa Santos,77697,Tennis Racket,Sports & Outdoors,UPI,270,944.78,2024-05-30 00:11,USA,Boston,www.ebay.in,6a4839d3,Y,N/A
909393,74950,Gina Murphy,141950,Mobile,Electronics,Cards,91,688.45,2024-06-28 13:51,UK,London,www.amazon.com,ba8dc5c4,Y,N/A
478678,474120,Melissa Hansen,738257,Tennis Racket,Sports & Outdoors,Cards,110,523.56,2024-06-13 06:07,USA,Los Angeles,www.ebay.in,26e75932,N,Invalid CVV.
178823,476804,Amy Chapman,668008,Laptop,Electronics,UPI,822,785.04,2024-02-14 06:58,Germany,Berlin,www.amazon.com,c7c24405,N,Invalid CVV.
870863,652263,Krystal Short,656823,Shirt,Clothing,Cards,380,487.06,2024-07-25 20:53,Germany,Hamburg,www.snapdeal.com,4c953bc9,N,Invalid CVV.
232355,236009,Ann Powell,138968,Shampoo,Health & Personal Care,InternetBanking,978,224.9,2024-02-15 15:31,USA,Boston,www.flipkart.com,8f6db030,N,Invalid CVV.
84481,599430,Julia Horton,760715,Gel Pen,pen,InternetBanking,89,418.1,2024-02-03 11:46,Germany,Frankfurt,www.snapdeal.com,fa64d0b4,Y,N/A
425901,473928,Kimberly Owens,399705,Gel Pen,pen,UPI,703,944.13,2024-07-29 07:28,India,Kolkata,www.flipkart.com,8eb9f519,Y,N/A
161678,426371,Marc Doyle,637553,Pen,Office Products,Wallet,572,242.52,2024-07-30 06:21,Germany,Stuttgart,www.tatacliq.com,fbf1a23c,N,Invalid CVV.
640688,62292,Anthony Pineda,836203,Puzzle,Toys & Games,Cards,530,870.15,2024-05-01 18:39,India,Chennai,www.ebay.in,70ea21d0,N,Invalid CVV.
84486,56109,Susan Maynard,148588,Paperback,Books,InternetBanking,534,713.68,2023-10-11 09:10,USA,Boston,www.tatacliq.com,f5212cda,N,Invalid CVV.
697865,187286,Lisa Clarke,992186,Graphite Pencil,pencil,Wallet,264,834.3,2024-08-09 10:43,Germany,Stuttgart,www.amazon.com,94903847,Y,N/A
324740,529400,Mark Sullivan,740198,Dress,Clothing,UPI,829,873.7,2024-04-12 00:59,USA,New York,www.snapdeal.com,97785647,N,Invalid CVV.
106347,763563,Jesse Pruitt,663223,Vitamins,Health & Personal Care,Cards,532,663.89,2024-04-05 07:20,India,Kolkata,www.snapdeal.com,579b703b,Y,N/A
170793,540975,Sandra Moore,354594,Tablet,Electronics,Wallet,556,834.14,2023-12-01 09:12,USA,Chicago,www.ebay.in,410522f3,N,Invalid CVV.
410043,756128,Derek Crosby,605635,Laptop,Electronics,Cards,215,743.7,2024-02-15 20:12,Germany,Hamburg,www.flipkart.com,cb6ccbdf,Y,N/A
635911,573813,David Williams,951734,Ball Pen,pen,Wallet,61,266.44,2024-04-22 09:16,India,Kolkata,www.tatacliq.com,5e3e6a34,Y,N/A
816129,284303,Jamie Melton,447636,Face Wash,Health & Personal Care,UPI,359,781.24,2024-04-08 01:02,India,Kolkata,www.snapdeal.com,d5deb2c8,Y,N/A
586552,928746,Charles Jackson,892614,Decor,Home & Kitchen,InternetBanking,845,836.42,2023-12-16 23:14,India,Delhi,www.snapdeal.com,6f07ccdd,Y,N/A
563270,714225,Lauren Bennett,966492,Notebook,Office Products,Wallet,694,857.36,2024-05-22 08:10,India,Chennai,www.amazon.com,08199581,N,Invalid CVV.
182224,999240,Eric Lamb,892131,Mobile,Electronics,Cards,299,432.09,2024-05-23 23:50,USA,Chicago,www.tatacliq.com,02d14ec9,Y,N/A
801772,191594,Angela Mercer,72639,Pants,Clothing,Cards,647,409.21,2024-03-31 19:55,India,Delhi,www.ebay.in,464d509d,N,Invalid CVV.
744949,54409,Ms. Savannah Keller,228621,Face Wash,Health & Personal Care,Wallet,932,496.04,2024-09-17 20:58,India,Kolkata,www.snapdeal.com,59621409,Y,N/A
948498,756285,Samantha White DVM,887053,Cookware,Home & Kitchen,Wallet,560,771.02,2024-04-26 03:47,USA,New York,www.flipkart.com,0550a98d,Y,N/A
728369,815265,Nancy Chang,49808,Car Tire,Automotive,InternetBanking,792,465.42,2024-03-08 06:15,India,Mumbai,www.amazon.com,5301bbde,Y,N/A
542074,277321,Scott Hoover,398792,Foundation,Beauty & Personal Care,Cards,513,790.46,2024-01-16 20:31,USA,Chicago,www.amazon.com,316b311d,N,Invalid CVV.
864829,29783,Andrew Martin,19525,Shampoo,Health & Personal Care,Cards,194,206.54,2024-01-20 03:59,UK,Birmingham,www.tatacliq.com,14329f69,Y,N/A
389302,241829,Ronnie Oliver,686215,Hair Dryer,Beauty & Personal Care,UPI,748,228.75,2024-06-09 08:46,Germany,Munich,www.ebay.in,030398aa,Y,N/A
938651,276356,Denise Perkins,735396,Hair Dryer,Beauty & Personal Care,InternetBanking,689,474.14,2024-02-23 07:51,USA,New York,www.snapdeal.com,f5d15cff,Y,N/A
798582,981231,Whitney Moore,518462,Mobile,Electronics,Wallet,438,318.88,2024-09-22 00:50,UK,Manchester,www.snapdeal.com,5e011165,N,Invalid CVV.
36307,534476,Jerry Smith,132454,Printer,Office Products,InternetBanking,89,257.24,2023-11-06 08:26,India,Mumbai,www.ebay.in,19859c2f,N,Invalid CVV.
374034,789157,Bryan Chen,98826,Shampoo,Health & Personal Care,Cards,695,415.08,2023-10-22 04:36,UK,Manchester,www.amazon.com,8d9e54ea,N,Invalid CVV.
189950,891086,Robert Reese,115645,T-shirt,Clothing,UPI,535,825.31,2024-05-27 05:43,UK,Manchester,www.snapdeal.com,22a46924,N,Invalid CVV.
846101,672765,Lisa Rogers,36127,Board Game,Toys & Games,InternetBanking,451,276.17,2023-12-08 19:38,Germany,Frankfurt,www.flipkart.com,1412d38a,Y,N/A
495730,332824,Krista Brown,1092,Cookware,Home & Kitchen,UPI,917,487.59,2024-03-30 18:15,USA,Los Angeles,www.amazon.com,395d8956,Y,N/A
731687,93453,Sarah Barron,176996,Graphite Pencil,pencil,UPI,493,481.38,2024-07-22 13:05,India,Kolkata,www.ebay.in,c9f6470a,Y,N/A
412464,773315,Carl Lewis,467019,Notebook,Office Products,UPI,587,403.17,2023-10-01 14:05,USA,New York,www.flipkart.com,f3fd7775,N,Invalid CVV.
377483,98675,Richard Morales,499502,Board Game,Toys & Games,Cards,29,728.78,2024-04-24 21:05,Germany,Hamburg,www.amazon.com,cbcf95cd,N,Invalid CVV.
26243,32409,Julie Vazquez,347767,Graphite Pencil,pencil,InternetBanking,438,182.85,2024-06-05 13:55,UK,London,www.flipkart.com,80957fb8,N,Invalid CVV.
475950,937516,Emily Gamble,535723,Vitamins,Health & Personal Care,Cards,395,581.38,2024-05-12 22:31,India,Mumbai,www.tatacliq.com,2a518334,N,Invalid CVV.
570718,290174,Aaron Baker,930938,Vitamins,Health & Personal Care,InternetBanking,176,48.2,2024-07-12 04:29,India,Kolkata,www.tatacliq.com,6cfc2b46,N,Invalid CVV.
716635,713390,Jessica Fisher,959767,Graphite Pencil,pencil,InternetBanking,277,264.4,2024-03-06 01:10,Germany,Hamburg,www.flipkart.com,cf43e833,N,Invalid CVV.
119867,6811,John Bauer,183468,Tablet,Electronics,UPI,595,352.39,2024-02-14 00:05,India,Bengaluru,www.snapdeal.com,a7a13e48,Y,N/A
575772,573926,Alexandra Johnson,304452,Gel Pen,pen,InternetBanking,100,721.48,2024-03-30 00:10,Germany,Berlin,www.ebay.in,6a086f91,Y,N/A
556408,131221,Kevin Williams,702440,Cookware,Home & Kitchen,Wallet,232,907.18,2024-06-16 02:36,USA,Los Angeles,www.ebay.in,09e7f2bc,N,Invalid CVV.
875803,550282,Jeremy Hall,831701,Yoga Mat,Sports & Outdoors,Cards,244,980.49,2023-11-12 19:42,UK,Oxford,www.tatacliq.com,799aad14,Y,N/A
167468,80250,Tyler Williams,360896,Dress,Clothing,UPI,543,638.77,2024-07-11 09:33,USA,New York,www.ebay.in,ace3dd28,N,Invalid CVV.
611907,961943,Elizabeth Reed,997728,E-book,Books,Cards,1000,5000.0,2024-07-20 10:42,Germany,Berlin,www.snapdeal.com,659a8c2f,Y,N/A
690271,84372,Katrina Nelson,22899,Puzzle,Toys & Games,InternetBanking,493,755.3,2024-01-11 10:23,USA,Boston,www.tatacliq.com,f02c5c21,Y,N/A
840424,168520,Michael Cruz,527372,Lipstick,Beauty & Personal Care,UPI,37,807.14,2024-02-25 05:03,USA,Los Angeles,www.amazon.com,f00161b4,N,Invalid CVV.
187727,424861,David Villanueva,304501,Mechanical Pencil,pencil,Cards,140,134.02,2024-02-15 05:35,Germany,Berlin,www.snapdeal.com,b6d928ab,Y,N/A
664094,759367,Ashley Lee,370821,Laptop,Electronics,InternetBanking,869,964.75,2024-05-09 02:30,India,Mumbai,www.flipkart.com,d63e1848,Y,N/A
84481,245547,Kendra Marsh,855210,Hardcover,Books,Cards,375,845.83,2023-10-01 20:47,Germany,Munich,www.tatacliq.com,48044779,Y,N/A
898365,835347,Brittany Villa,934642,Printer,Office Products,UPI,552,389.08,2024-08-30 11:44,UK,Birmingham,www.ebay.in,9992f38d,Y,N/A
606901,937088,Stacy Hall,49892,Cookware,Home & Kitchen,Cards,680,815.33,2024-02-22 15:17,USA,New York,www.tatacliq.com,eff5d767,Y,N/A
196942,107133,Paul Gay,685477,Mobile,Electronics,Cards,6,736.32,2024-07-17 16:00,India,Chennai,www.flipkart.com,3ef415e9,Y,N/A
634716,441033,Stephanie Solis,117709,Pen,Office Products,Cards,786,20.12,2024-09-12 00:59,Germany,Berlin,www.amazon.com,062a327e,Y,N/A
635561,763616,Jesse Thompson,286383,Hardcover,Books,Cards,737,5.85,2024-08-18 12:15,India,Kolkata,www.snapdeal.com,38658ffe,Y,N/A
759410,642312,Kimberly Kelly,828069,Vitamins,Health & Personal Care,InternetBanking,160,579.46,2024-05-28 14:36,Germany,Stuttgart,www.tatacliq.com,1e1bb016,Y,N/A
803889,260937,Sheri Foster,540950,Graphite Pencil,pencil,Cards,979,23.35,2023-12-09 09:19,India,Kolkata,www.amazon.com,7eb28a30,Y,N/A
605564,541559,Ann Washington,206786,Gel Pen,pen,Wallet,787,751.39,2023-12-04 03:35,UK,Oxford,www.ebay.in,0be26fef,Y,N/A
65351,978723,Kathryn Walters,310728,Hair Dryer,Beauty & Personal Care,InternetBanking,358,394.69,2024-03-14 19:18,India,Mumbai,www.ebay.in,714acfc8,Y,N/A
986922,18869,Cassie Myers,770833,Car Tire,Automotive,InternetBanking,64,118.0,2024-01-20 19:23,UK,London,www.amazon.com,d335f81a,N,Invalid CVV.
356802,249464,Belinda Burton,463133,Gel Pen,pen,Wallet,739,34.32,2024-08-18 13:43,India,Delhi,www.amazon.com,e8596d98,N,Invalid CVV.
980564,5815,Brandi Lee,74844,Lipstick,Beauty & Personal Care,Wallet,858,261.07,2023-10-27 10:41,Germany,Hamburg,www.tatacliq.com,bbb30f32,Y,N/A
398013,954522,Mr. Jesse Ellis,432938,Mobile,Electronics,InternetBanking,567,177.2,2024-03-17 12:17,USA,Chicago,www.snapdeal.com,fb6343a2,N,Invalid CVV.
675408,631491,Adam Tran,583401,Notebook,Office Products,Cards,674,226.11,2024-07-23 08:27,Germany,Munich,www.tatacliq.com,6153bd5d,Y,N/A
118312,739902,Matthew Graham MD,262605,Paperback,Books,Wallet,693,761.54,2024-09-29 23:49,USA,Los Angeles,www.ebay.in,98b2eda7,N,Invalid CVV.
922148,72124,Joshua Lee,171542,Action Figure,Toys & Games,UPI,301,786.41,2024-09-29 05:22,India,Delhi,www.amazon.com,c2b0b103,N,Invalid CVV.
920283,712007,Kevin Gonzalez,442201,Action Figure,Toys & Games,Cards,332,555.84,2024-08-29 06:46,Germany,Frankfurt,www.ebay.in,6e6def61,N,Invalid CVV.
974636,216005,Julie Cox,686005,Brake Pads,Automotive,Wallet,738,812.9,2024-09-27 12:03,India,Delhi,www.amazon.com,cd80562f,N,Invalid CVV.
211856,507064,Christopher Richardson,189559,Foundation,Beauty & Personal Care,Wallet,353,258.0,2023-10-02 09:01,India,Mumbai,www.snapdeal.com,80f9e2dd,N,Invalid CVV.
103980,915033,Jesse Jones,289944,Mechanical Pencil,pencil,Wallet,841,499.1,2024-03-12 12:53,USA,Chicago,www.amazon.com,40074573,Y,N/A
838646,806934,Hunter Newton,136531,Vitamins,Health & Personal Care,Wallet,542,252.0,2024-02-04 20:17,UK,London,www.ebay.in,124f1653,N,Invalid CVV.
353404,920437,Andrea Brown,504091,Gel Pen,pen,InternetBanking,585,932.6,2024-09-13 16:06,India,Kolkata,www.flipkart.com,8b09ff1d,Y,N/A
23197,100639,Heidi Ritter,299730,Brake Pads,Automotive,InternetBanking,90,107.26,2023-12-07 07:48,Germany,Hamburg,www.snapdeal.com,d578469f,N,Invalid CVV.
